delivery_id,order_id,shipping_address,tracking_number,delivery_status,delivery_date
5288,5288,"23009 Macias Trail Apt. 240, Smithside, AL 32050",TRACK005288,returned,2024-08-26 10:30:34.359056
5289,5289,"849 Kathy Stream, Stephenview, WV 52966",TRACK005289,delivered,2024-01-08 11:18:50.807915
5290,5290,"10913 Wood Isle, Kimberlyport, RI 98821",TRACK005290,delivered,2024-04-02 20:42:43.758567
5291,5291,"51629 Melissa Rapid, Christianfurt, CO 40273",TRACK005291,delivered,2024-01-11 18:48:25.468427
5292,5292,"625 Hunter Rapids Suite 464, West Vanessatown, VA 11632",TRACK005292,in_transit,2024-05-25 17:18:00.406545
5293,5293,"482 Justin Spurs Suite 822, Phillipsside, WI 31770",TRACK005293,in_transit,2023-10-26 14:25:23.036541
5294,5294,"766 Karen Vista Apt. 123, South Emilyton, ME 75561",TRACK005294,cancelled,2023-11-03 09:37:16.467383
5295,5295,"1686 Holden Groves Apt. 343, Nunezborough, KS 82740",TRACK005295,cancelled,2024-06-18 14:56:48.750851
5296,5296,"2541 Goodman Pass Apt. 528, West Pamelaland, KY 86376",TRACK005296,returned,2024-05-04 03:11:03.109797
5297,5297,"7956 Emily Alley, Jaclynshire, VI 54247",TRACK005297,returned,2024-01-28 22:42:04.206708
5298,5298,"7244 Castillo Locks Apt. 386, New Arthur, MT 98475",TRACK005298,delivered,2024-06-28 11:30:18.830193
5299,5299,"1818 Melissa Springs Suite 326, Blairstad, MA 70145",TRACK005299,cancelled,2024-07-21 08:25:44.550130
5300,5300,"53392 Darren Spring Suite 150, Sarahbury, MN 46061",TRACK005300,in_transit,2024-01-25 19:10:39.279533
5301,5301,"332 Michael Valley Suite 097, Brianville, OK 61305",TRACK005301,processing,2024-01-21 06:27:19.192377
5302,5302,"8098 Lucas Hills, Nicholasville, NH 96985",TRACK005302,delivered,2023-11-20 19:44:23.587061
5303,5303,"PSC 4186, Box 9312, APO AA 44588",TRACK005303,returned,2024-07-24 13:47:25.104617
5304,5304,"852 Yates Cape, Morganfurt, MH 23046",TRACK005304,cancelled,2024-04-04 20:01:59.644216
5305,5305,"1643 Nicole Pass, Lake Joshuaton, AL 70083",TRACK005305,processing,2024-04-08 05:22:20.003186
5306,5306,"Unit 0725 Box 8075, DPO AA 25134",TRACK005306,delivered,2023-12-28 18:53:32.072135
5307,5307,"4773 Santana Wall, South Paul, LA 51024",TRACK005307,returned,2024-07-22 14:04:38.392097
5308,5308,"USCGC Compton, FPO AA 84780",TRACK005308,in_transit,2024-03-03 20:52:20.857866
5309,5309,"42434 Dominique Orchard, Greenton, NE 94452",TRACK005309,in_transit,2024-04-11 07:01:58.338039
5310,5310,"PSC 5290, Box 9451, APO AA 83991",TRACK005310,delivered,2024-01-23 02:04:07.125090
5311,5311,"1446 Davis Trafficway, East Richardfort, AS 35684",TRACK005311,cancelled,2023-12-03 07:34:55.880855
5312,5312,"2522 William Crossing, Kaylaville, UT 81840",TRACK005312,cancelled,2024-03-07 10:17:51.958556
5313,5313,"512 Karla Ports Suite 718, West Jessica, GA 64071",TRACK005313,cancelled,2024-07-10 16:30:23.356645
5314,5314,"127 Shaffer Station Apt. 777, Carlsonview, UT 20205",TRACK005314,cancelled,2024-04-29 04:04:16.734989
5315,5315,"PSC 7997, Box 3375, APO AP 02843",TRACK005315,cancelled,2023-12-09 09:54:11.956520
5316,5316,"0271 Richardson Road Suite 051, Kennethburgh, MH 60890",TRACK005316,returned,2024-06-24 18:59:30.236825
5317,5317,"35565 Clark Ville, Aprilhaven, WA 83507",TRACK005317,in_transit,2024-10-06 04:42:51.780040
5318,5318,"9533 Howard Island, Michaelstad, UT 71668",TRACK005318,delivered,2024-02-05 17:53:05.811140
5319,5319,"14343 Edwards Bypass, New Mason, MN 26392",TRACK005319,delivered,2024-08-16 19:54:19.544801
5320,5320,"PSC 0763, Box 2081, APO AA 70065",TRACK005320,delivered,2024-08-08 20:48:04.593606
5321,5321,"228 Becker Shore, Ritaview, TX 39965",TRACK005321,cancelled,2024-02-19 05:15:49.949599
5322,5322,"155 Porter Islands Suite 081, Danielbury, GU 44692",TRACK005322,delivered,2024-04-24 03:57:46.287395
5323,5323,"0261 Morgan Island Suite 660, Timothyville, ID 60098",TRACK005323,in_transit,2023-10-26 01:06:23.016507
5324,5324,"PSC 5625, Box 9275, APO AE 77708",TRACK005324,returned,2024-05-14 12:35:35.289040
5325,5325,"1300 Heather Overpass, Josetown, MS 25610",TRACK005325,in_transit,2023-12-16 01:35:58.545881
5326,5326,"4203 Mccoy Spurs, New Sarah, WA 25419",TRACK005326,in_transit,2024-04-01 11:46:43.904577
5327,5327,"50292 Amanda Parks Suite 118, Buchanantown, NH 18087",TRACK005327,cancelled,2024-06-13 10:21:12.773010
5328,5328,"711 Stacey Squares Suite 696, Williammouth, VI 21886",TRACK005328,in_transit,2024-02-06 15:11:52.506566
5329,5329,"486 Maria Parkway, Patrickville, MH 21645",TRACK005329,in_transit,2024-06-02 05:33:12.504982
5330,5330,"470 Colleen Ridges Apt. 217, New Jonathan, MT 90856",TRACK005330,processing,2024-09-12 15:37:56.415639
5331,5331,"7573 Hudson Knolls, Mcdonaldborough, AK 10533",TRACK005331,cancelled,2023-11-25 22:38:22.875088
5332,5332,"692 Kyle Pine Apt. 349, Richardsonburgh, SD 69209",TRACK005332,returned,2023-12-24 18:06:54.498205
5333,5333,"87509 Higgins Motorway, Carpenterberg, MD 35094",TRACK005333,in_transit,2024-04-17 04:16:10.148999
5334,5334,"71191 Williams Knoll, East Stephaniehaven, AR 82634",TRACK005334,cancelled,2024-07-19 14:29:40.053037
5335,5335,"513 Holly Gardens, Nathanielborough, OH 73865",TRACK005335,processing,2024-02-08 10:58:37.695309
5336,5336,"PSC 0596, Box 4048, APO AP 34945",TRACK005336,processing,2024-05-10 00:43:09.778066
5337,5337,"195 Stephanie Rue, East Courtney, PA 41199",TRACK005337,returned,2024-07-16 22:34:26.733664
5338,5338,"203 Sarah Cape, Lynchberg, TX 49675",TRACK005338,returned,2024-03-30 08:55:35.295801
5339,5339,"0634 Christopher Harbor Suite 190, Seanfurt, NE 29197",TRACK005339,returned,2024-03-21 12:56:33.715305
5340,5340,"Unit 8967 Box 5598, DPO AE 08181",TRACK005340,in_transit,2024-07-16 23:30:20.110183
5341,5341,"0743 Williams Mountain, Millerville, VT 32068",TRACK005341,in_transit,2024-10-14 23:50:35.865130
5342,5342,"515 Taylor Junctions Apt. 351, New Lisa, VT 47350",TRACK005342,processing,2023-10-15 12:25:43.546160
5343,5343,"7067 Frederick Overpass Suite 337, North Kristenburgh, NV 12684",TRACK005343,processing,2024-08-22 07:29:03.223000
5344,5344,"9693 Houston Crossing Suite 369, Taylorbury, NV 23471",TRACK005344,in_transit,2024-05-28 09:21:14.455876
5345,5345,"72334 Thomas Cove Apt. 017, Port Alejandro, CA 67721",TRACK005345,cancelled,2023-12-10 09:12:38.415153
5346,5346,"790 Richard Shore, New Sarah, NC 58530",TRACK005346,cancelled,2023-12-24 10:16:19.047470
5347,5347,"7959 Stephanie Route, Davishaven, IA 52874",TRACK005347,processing,2023-12-30 00:37:46.086630
5348,5348,"51446 Debra Row Apt. 211, North Karl, IL 45072",TRACK005348,in_transit,2024-08-04 11:52:48.740435
5349,5349,"223 John Junction, New Waltertown, ND 35571",TRACK005349,returned,2024-07-07 14:15:35.891677
5350,5350,"694 Gallagher Park, Kathrynbury, GU 87863",TRACK005350,delivered,2024-05-12 23:27:48.461299
5351,5351,"2207 Harper Points, East Jamieview, NV 01422",TRACK005351,in_transit,2024-06-27 22:15:04.590263
5352,5352,"PSC 3669, Box 3077, APO AA 09825",TRACK005352,processing,2024-02-20 01:02:36.933621
5353,5353,"134 Latasha Falls Suite 526, Colemantown, ID 50506",TRACK005353,cancelled,2024-05-06 08:46:05.766053
5354,5354,"443 Dyer Bridge, Lake Benjaminside, UT 17518",TRACK005354,returned,2024-10-14 09:45:57.880677
5355,5355,"831 Sanchez Spur Apt. 526, Marvinburgh, SC 82915",TRACK005355,cancelled,2024-07-25 10:10:50.364665
5356,5356,"59573 John Lodge, Morganbury, MI 82705",TRACK005356,processing,2024-05-23 18:23:36.995290
5357,5357,"56497 Rodriguez Alley, Davidfurt, NC 16169",TRACK005357,cancelled,2024-08-18 03:23:19.984485
5358,5358,"66980 Vaughan Well Apt. 944, Danielton, NH 43042",TRACK005358,in_transit,2024-06-01 01:51:53.710223
5359,5359,"166 Ashley Burg, Smithside, MP 69359",TRACK005359,delivered,2024-05-25 10:29:05.330487
5360,5360,"314 David Hill, Lake Pamela, FL 15775",TRACK005360,cancelled,2023-11-07 02:36:14.946193
5361,5361,"745 Harris Brook, Lake Terry, MS 85420",TRACK005361,processing,2024-09-18 04:34:28.034691
5362,5362,"093 Weaver View Apt. 006, Michaelburgh, ND 74608",TRACK005362,delivered,2024-01-12 12:13:27.319237
5363,5363,"17628 Sims Springs, West Anthonychester, KY 51849",TRACK005363,in_transit,2023-11-16 19:31:43.964542
5364,5364,"1881 Aaron Parks, Lake Ryanburgh, PR 40420",TRACK005364,cancelled,2024-03-15 17:54:11.461726
5365,5365,"11609 Fuller Light, South Jeffreymouth, MS 19401",TRACK005365,delivered,2024-04-12 16:12:38.029243
5366,5366,"69567 Kramer Center, Sullivanton, VT 23519",TRACK005366,cancelled,2024-02-19 10:04:13.273928
5367,5367,"823 Coffey Estates Suite 680, Lake Peterville, CA 45824",TRACK005367,cancelled,2023-12-20 21:44:26.467414
5368,5368,"Unit 3540 Box 9481, DPO AP 57959",TRACK005368,processing,2024-04-22 15:25:26.114011
5369,5369,"99894 Thompson Highway, Millerton, MS 81866",TRACK005369,processing,2024-09-12 09:20:52.921022
5370,5370,"78289 Whitney Creek, Smithshire, LA 37585",TRACK005370,cancelled,2024-02-01 01:21:15.271160
5371,5371,"970 Peterson Lane, Justinton, MN 70603",TRACK005371,in_transit,2024-08-19 19:13:33.429850
5372,5372,"256 Williams Street, North Natasha, MH 02267",TRACK005372,processing,2024-08-22 02:54:33.123004
5373,5373,"958 Anderson Plaza Suite 542, Butlerview, OK 39876",TRACK005373,delivered,2023-10-16 13:07:21.276661
5374,5374,"Unit 7649 Box 3615, DPO AA 14865",TRACK005374,returned,2024-04-13 17:32:10.700045
5375,5375,"64667 Mccoy Crest, Donnafurt, MN 77742",TRACK005375,cancelled,2023-11-22 13:03:58.614592
5376,5376,"08959 Suzanne Wall Apt. 766, Melanietown, ME 81137",TRACK005376,delivered,2024-03-21 12:07:26.251812
5377,5377,"78096 Flowers Field, West Madeline, AZ 37968",TRACK005377,returned,2023-11-19 06:00:54.260200
5378,5378,"1801 Tonya Valley Suite 985, South Joseborough, FL 90050",TRACK005378,delivered,2024-05-13 09:05:42.916182
5379,5379,"75799 Savage Dale Suite 771, New Brandon, ME 56197",TRACK005379,returned,2024-08-12 15:19:50.726622
5380,5380,"86893 Thomas Crossing Apt. 705, North Brandonstad, KY 25407",TRACK005380,processing,2024-06-26 03:46:34.093955
5381,5381,"47837 Erik Rest, New Timothytown, FM 58874",TRACK005381,cancelled,2024-10-03 04:54:48.591936
5382,5382,"35685 Cross Groves Apt. 623, North Dawnborough, OH 16598",TRACK005382,processing,2024-05-17 12:25:16.202008
5383,5383,"9764 Angela Cove, South Austin, WV 53330",TRACK005383,processing,2024-08-31 05:53:04.167397
5384,5384,"63652 Wiggins Junction Suite 915, Lake Jenniferstad, MP 50766",TRACK005384,processing,2024-05-22 07:54:50.311606
5385,5385,"460 Perez Track Apt. 551, Lawrenceshire, KY 62988",TRACK005385,in_transit,2023-12-08 11:17:39.151544
5386,5386,"52331 Leslie Fort Suite 083, Stanleymouth, ID 08111",TRACK005386,in_transit,2024-09-25 09:18:25.971161
5387,5387,"777 Alexandra Run Suite 067, East Daniel, SC 50631",TRACK005387,returned,2023-11-27 20:04:26.343856
5388,5388,"Unit 9049 Box 8693, DPO AE 83811",TRACK005388,in_transit,2024-06-15 21:17:10.156893
5389,5389,"5613 Terri Mills Apt. 941, Millerhaven, MT 10096",TRACK005389,processing,2024-09-09 10:39:35.010827
5390,5390,"49135 Stephens Skyway, South Lisa, MS 85460",TRACK005390,cancelled,2024-03-25 02:37:17.990109
5391,5391,"846 Veronica Crest, New Nathan, ID 15661",TRACK005391,cancelled,2024-06-29 06:16:56.971992
5392,5392,"705 Julie Highway Apt. 118, East Denise, NV 69262",TRACK005392,cancelled,2024-05-10 08:03:22.097447
5393,5393,"76140 Clark Vista Suite 650, Port Rachel, IA 42781",TRACK005393,processing,2024-09-28 08:20:58.255656
5394,5394,"5780 White Spur Apt. 189, Lake Michelle, AS 98798",TRACK005394,in_transit,2024-07-21 02:13:47.863284
5395,5395,"4919 Espinoza Field Apt. 448, North Kimberlystad, SC 19097",TRACK005395,cancelled,2024-02-05 03:35:35.221432
5396,5396,"5659 Ashley Trail Suite 321, Jensenmouth, VI 88334",TRACK005396,returned,2024-06-15 01:02:44.198645
5397,5397,"144 Jasmine Cape, East Dennis, ND 63885",TRACK005397,processing,2024-05-17 05:23:21.588304
5398,5398,"93216 Jessica Place, East Connorton, KY 73951",TRACK005398,in_transit,2024-06-08 14:55:47.626407
5399,5399,"1180 Ford Lock Suite 458, Williamfort, CT 03588",TRACK005399,in_transit,2024-09-19 08:06:10.107046
5400,5400,"88232 Walker Highway, Adamsside, SC 34856",TRACK005400,returned,2023-10-29 23:13:59.080382
5401,5401,"PSC 0439, Box 2564, APO AA 98272",TRACK005401,cancelled,2023-12-31 07:04:45.108732
5402,5402,"6608 Elizabeth Points Suite 788, Port Johnland, WI 01463",TRACK005402,cancelled,2024-01-15 00:43:00.568626
5403,5403,"Unit 5697 Box 3049, DPO AA 53907",TRACK005403,processing,2024-03-13 05:38:39.712198
5404,5404,"82823 Jason River Suite 376, East Jessicaside, NV 86094",TRACK005404,in_transit,2024-07-05 13:28:38.471721
5405,5405,"1199 Fuentes Isle Apt. 938, South Madisonstad, ID 05499",TRACK005405,processing,2023-12-31 09:10:52.533759
5406,5406,"6315 Mcpherson Villages Suite 823, Perezport, WV 10577",TRACK005406,processing,2024-07-26 15:28:57.896790
5407,5407,"18412 Sara Springs, Rogersmouth, OK 44965",TRACK005407,returned,2024-03-13 03:49:51.840659
5408,5408,"62568 Patrick Villages Suite 366, Lake Erin, MS 24510",TRACK005408,cancelled,2024-04-07 13:05:26.077940
5409,5409,"38961 Rose Inlet, Judyton, AZ 91197",TRACK005409,in_transit,2023-11-16 09:07:11.511373
5410,5410,"5253 Shawn Inlet, North Jasminetown, AL 96709",TRACK005410,processing,2024-05-31 18:45:08.834923
5411,5411,"579 Samantha Expressway Apt. 343, Wendyburgh, GA 66370",TRACK005411,returned,2024-04-14 10:46:38.912892
5412,5412,"Unit 9567 Box 0182, DPO AA 40626",TRACK005412,processing,2024-03-29 19:42:03.625169
5413,5413,"3377 Nancy Coves Apt. 165, Kaylaland, NJ 43123",TRACK005413,delivered,2024-01-26 05:48:04.558673
5414,5414,"395 Rice Bridge, West Oliviaview, WI 62696",TRACK005414,cancelled,2024-08-26 02:48:46.592376
5415,5415,"431 Alexandra Cape Apt. 972, New Robert, VT 30323",TRACK005415,in_transit,2024-04-20 13:24:58.937662
5416,5416,"USCGC Rice, FPO AE 58897",TRACK005416,delivered,2023-12-28 12:22:41.422502
5417,5417,"95035 Johnson Crest Suite 128, Port Veronica, MN 75176",TRACK005417,delivered,2024-01-19 01:56:04.048220
5418,5418,"1834 Dennis Ford Suite 553, Gardnermouth, OK 86064",TRACK005418,returned,2024-02-14 10:36:32.564208
5419,5419,"284 Jessica Island, North Joshualand, CA 15440",TRACK005419,in_transit,2024-08-23 02:08:13.361264
5420,5420,"3606 Joseph Forks, Rhodesshire, PA 18699",TRACK005420,returned,2024-08-30 05:13:23.192465
5421,5421,"34930 Richardson Track, Davismouth, LA 92056",TRACK005421,in_transit,2024-09-07 21:09:13.845399
5422,5422,"21694 Osborne Cape Suite 176, East Johaven, GU 81751",TRACK005422,cancelled,2024-09-10 21:27:56.718168
5423,5423,"75732 Troy Village Suite 054, Nancychester, ME 55686",TRACK005423,cancelled,2024-07-31 09:16:53.463658
5424,5424,"USNV Lewis, FPO AP 99924",TRACK005424,delivered,2024-07-23 02:34:56.960709
5425,5425,"1277 Fox Key, Jamesberg, NV 51957",TRACK005425,returned,2024-01-18 21:22:55.493734
5426,5426,"87432 Clinton Mountains, Campbellbury, MH 54499",TRACK005426,delivered,2024-02-23 22:57:35.680012
5427,5427,"35212 Neal Way Apt. 543, Kirstenberg, GA 89133",TRACK005427,cancelled,2024-04-20 21:59:41.199940
5428,5428,"732 Christopher Track Suite 205, New Clintonport, AL 02616",TRACK005428,in_transit,2023-12-09 09:03:35.974515
5429,5429,"8331 Darlene Ridge Suite 839, Port Karla, TN 68490",TRACK005429,processing,2024-07-29 08:54:45.962958
5430,5430,"90594 Suzanne Views Apt. 810, Lake Lisamouth, OK 20356",TRACK005430,processing,2024-07-24 09:11:25.370910
5431,5431,"852 Wolfe Stream, Branchport, CT 14361",TRACK005431,cancelled,2024-08-13 19:34:15.366676
5432,5432,"22864 Alex Prairie Apt. 921, Petershire, AL 57201",TRACK005432,delivered,2024-10-13 20:07:50.998063
5433,5433,"215 Dixon Lodge Apt. 020, New Briantown, OK 08970",TRACK005433,delivered,2024-09-01 13:33:31.804464
5434,5434,"Unit 0633 Box 7237, DPO AA 80923",TRACK005434,cancelled,2023-11-24 23:10:14.329795
5435,5435,"70212 Flowers Trafficway Suite 584, Jimmyfort, NJ 73438",TRACK005435,delivered,2024-08-11 00:16:37.534549
5436,5436,"69783 Johnson Island Apt. 692, North Kristin, FM 17067",TRACK005436,processing,2024-05-17 20:49:18.917815
5437,5437,"4534 Blake Burgs Suite 501, Port Andrewside, VT 27521",TRACK005437,processing,2024-01-08 18:23:57.393583
5438,5438,"17273 Martinez Villages, Sanchezchester, CT 83012",TRACK005438,cancelled,2024-06-17 21:49:32.100437
5439,5439,"369 Chavez Parkway, Lake Frances, SC 21080",TRACK005439,cancelled,2024-06-08 18:07:27.787916
5440,5440,"4448 Victor Parkways Apt. 721, New Danielchester, IN 39561",TRACK005440,in_transit,2024-05-08 18:18:29.547033
5441,5441,"PSC 6860, Box 8971, APO AP 83105",TRACK005441,returned,2024-03-30 14:43:46.995433
5442,5442,"82885 Green Manors Suite 242, South Jamie, IA 41592",TRACK005442,returned,2023-12-08 14:52:41.875069
5443,5443,"Unit 6385 Box 9783, DPO AP 83707",TRACK005443,delivered,2024-02-10 18:05:40.823004
5444,5444,"USCGC Tate, FPO AA 01808",TRACK005444,returned,2023-12-24 07:34:20.418294
5445,5445,"592 Thompson Plains Apt. 186, Port Jose, HI 98396",TRACK005445,in_transit,2024-07-15 22:47:00.424843
5446,5446,"201 Ross Tunnel Apt. 079, Hernandezland, MP 35014",TRACK005446,cancelled,2024-03-23 07:31:59.809608
5447,5447,"USNV Atkins, FPO AP 18481",TRACK005447,processing,2024-10-11 17:33:28.259353
5448,5448,"35154 Kim Mountains, New Larryberg, ME 70908",TRACK005448,returned,2024-07-16 19:43:08.536825
5449,5449,"97814 Michelle Mews Suite 779, Williamshaven, PW 37416",TRACK005449,delivered,2024-01-11 10:37:47.588378
5450,5450,"166 Angela Springs, Lancehaven, NH 86783",TRACK005450,in_transit,2024-05-18 05:59:34.687043
5451,5451,"965 Anderson Gardens Suite 056, Lawsonmouth, GU 53509",TRACK005451,in_transit,2024-06-11 12:45:56.934541
5452,5452,"Unit 4947 Box 8935, DPO AE 40805",TRACK005452,delivered,2023-10-23 15:52:45.253169
5453,5453,"340 Juan Corners Apt. 190, Robertland, LA 99043",TRACK005453,cancelled,2024-02-14 02:09:39.449415
5454,5454,"1615 Mccarthy Circles, Franklinhaven, PR 88435",TRACK005454,returned,2024-08-25 21:06:16.070986
5455,5455,"313 Eric Groves Apt. 019, North Williamtown, MS 69193",TRACK005455,in_transit,2024-02-28 01:00:52.858335
5456,5456,"PSC 7399, Box 7854, APO AE 13635",TRACK005456,processing,2024-08-25 00:18:16.084296
5457,5457,"Unit 9155 Box 2702, DPO AE 58759",TRACK005457,delivered,2024-10-05 08:33:35.516064
5458,5458,"2104 Webb Overpass, South Michaelstad, WV 46567",TRACK005458,returned,2024-09-25 04:31:09.835453
5459,5459,"336 Melanie Plain Apt. 517, Port Adamville, NY 04629",TRACK005459,in_transit,2024-04-17 05:38:54.066242
5460,5460,"8578 Alyssa Spurs, Larryhaven, WA 75456",TRACK005460,processing,2024-07-23 17:13:05.250228
5461,5461,"USNS Black, FPO AE 87988",TRACK005461,returned,2024-03-12 10:25:45.452441
5462,5462,"6485 Gabriella Mountain, New Emily, WI 27349",TRACK005462,in_transit,2024-03-02 04:37:09.427438
5463,5463,"08470 Guerrero Prairie, Thomasborough, LA 81801",TRACK005463,cancelled,2024-01-27 02:02:41.990502
5464,5464,"8040 Ruiz Fields, New Robertmouth, HI 88869",TRACK005464,cancelled,2024-03-02 13:17:37.412309
5465,5465,"USCGC Cross, FPO AA 69124",TRACK005465,returned,2024-03-20 04:57:06.516843
5466,5466,"202 Haley Tunnel, Lake Tylerhaven, WI 67735",TRACK005466,returned,2023-11-04 03:04:32.020952
5467,5467,"628 Alexander Flats, East Deanna, VT 03832",TRACK005467,in_transit,2024-09-19 08:10:35.621365
5468,5468,"4115 Murray Causeway Suite 941, Cassandrabury, VA 69441",TRACK005468,processing,2024-04-26 20:53:37.012898
5469,5469,"699 Patricia Circle Apt. 831, New Erica, IN 55301",TRACK005469,cancelled,2024-08-02 10:31:26.089563
5470,5470,"713 Ramirez Motorway, New Dianetown, UT 13377",TRACK005470,in_transit,2024-05-01 10:28:18.258920
5471,5471,"3590 Heather Via, Anthonyshire, MS 35995",TRACK005471,in_transit,2024-05-03 15:00:14.138813
5472,5472,"5742 Connie Corners Suite 644, Johnbury, MP 01509",TRACK005472,cancelled,2024-04-21 05:57:42.692894
5473,5473,"30738 Misty Springs, Port Jeffrey, WI 12895",TRACK005473,processing,2024-08-25 09:32:02.629993
5474,5474,"697 Daniel Village, East Jason, TN 54114",TRACK005474,processing,2024-05-27 06:04:13.894473
5475,5475,"13413 Joshua Oval Suite 257, South Elizabeth, FM 28524",TRACK005475,delivered,2024-02-16 03:41:07.383986
5476,5476,"071 Gutierrez Oval, East Austinville, AR 52956",TRACK005476,in_transit,2024-05-29 11:55:06.623414
5477,5477,"15956 Jones Parkways Apt. 453, East Daniel, VI 02152",TRACK005477,delivered,2024-01-28 17:50:37.981824
5478,5478,"3771 Rebecca Walks, Turnerton, RI 48425",TRACK005478,processing,2024-08-17 10:20:10.318603
5479,5479,"025 Norman Walks Suite 802, East Richardborough, TX 49641",TRACK005479,processing,2024-07-09 23:25:58.575262
5480,5480,"USNV Prince, FPO AP 87780",TRACK005480,processing,2024-09-27 15:25:02.539552
5481,5481,"1437 Glover Groves, New Lindseyshire, KY 37314",TRACK005481,processing,2024-02-25 12:04:26.145062
5482,5482,"946 Kyle Spurs Apt. 541, South Jennifer, TX 24394",TRACK005482,returned,2024-04-25 18:35:16.156374
5483,5483,"921 Richard Orchard Suite 299, Whitestad, GA 42506",TRACK005483,returned,2024-03-20 03:26:31.053862
5484,5484,"26319 Fritz Port Apt. 226, Dawnmouth, IL 78641",TRACK005484,delivered,2024-07-10 12:17:31.314270
5485,5485,"96225 Miller Glens, North Cynthia, OR 24756",TRACK005485,in_transit,2024-07-21 23:54:00.916608
5486,5486,"5108 Wilson Tunnel Apt. 139, East Chad, KY 90968",TRACK005486,processing,2023-12-26 23:12:27.362520
5487,5487,"8877 Eduardo Neck, West Melissa, IL 48833",TRACK005487,delivered,2024-09-05 04:26:55.299701
5488,5488,"Unit 2258 Box 2171, DPO AA 34664",TRACK005488,returned,2024-09-15 17:56:33.563854
5489,5489,"54454 Jaime Crossing Suite 535, Dianaberg, PR 03067",TRACK005489,cancelled,2024-06-26 04:52:00.303385
5490,5490,"871 Cobb Rapids, Jamesstad, WA 73746",TRACK005490,processing,2023-11-14 22:25:28.579058
5491,5491,"4699 Katherine Bridge, Ashleyfort, OK 98359",TRACK005491,returned,2024-09-26 08:14:48.359926
5492,5492,"3056 Martha Stream Apt. 464, Sierrashire, OH 58917",TRACK005492,processing,2024-08-22 19:49:01.173012
5493,5493,"32153 Hanna Highway Apt. 358, West Andre, AR 75835",TRACK005493,in_transit,2024-04-05 04:18:36.914781
5494,5494,"228 Jeremy Key Suite 659, Haleyburgh, ME 60231",TRACK005494,processing,2024-08-04 13:58:07.968114
5495,5495,"615 Sabrina Lodge, West Garrett, FL 52154",TRACK005495,processing,2024-08-01 13:35:39.983811
5496,5496,"4468 Sheena Extension, Port Teresafurt, PR 36316",TRACK005496,processing,2024-08-10 12:02:52.042110
5497,5497,"777 Judith Ford Suite 645, Lake Arthurberg, MO 63982",TRACK005497,delivered,2024-02-11 05:31:11.699575
5498,5498,"USS Delgado, FPO AA 31669",TRACK005498,cancelled,2024-08-07 14:21:55.057876
5499,5499,"6400 Laura Shores, Kaisershire, IA 71939",TRACK005499,returned,2024-09-14 23:48:15.359323
5500,5500,"1730 Collins Fort Apt. 191, Jacksonfurt, MN 98124",TRACK005500,delivered,2024-08-21 15:27:52.210120
5501,5501,"6478 Jennifer Stravenue Apt. 608, Lake Thomas, KS 44300",TRACK005501,delivered,2024-05-06 23:02:05.797374
5502,5502,"3027 Ray Rue, New Catherine, OH 55852",TRACK005502,cancelled,2024-02-14 01:08:18.003142
5503,5503,"36357 Chase Spring Apt. 720, Smithview, TN 55087",TRACK005503,delivered,2024-01-26 20:23:54.612373
5504,5504,"16580 Garcia Vista Apt. 787, Alexaberg, IA 32139",TRACK005504,returned,2023-11-14 14:24:04.366642
5505,5505,"PSC 7871, Box 2362, APO AE 07305",TRACK005505,in_transit,2023-12-16 17:46:04.484943
5506,5506,"4417 Olson Spring, Camachoton, VA 28954",TRACK005506,returned,2024-08-05 15:38:54.872843
5507,5507,"77664 Michael Crossing Suite 994, Fordberg, AZ 14598",TRACK005507,cancelled,2024-02-09 21:51:04.745598
5508,5508,"1613 Bryan Square, Barnesview, SC 01422",TRACK005508,delivered,2024-10-08 08:41:48.239526
5509,5509,"277 Colleen Wells, Johnathanchester, MS 70812",TRACK005509,returned,2024-03-16 12:15:29.740948
5510,5510,"18144 Jennifer Trafficway, North Lindahaven, OR 14235",TRACK005510,in_transit,2024-09-17 08:04:22.272400
5511,5511,"93512 Anna Falls Apt. 609, Port Paulfurt, UT 27794",TRACK005511,processing,2024-02-13 00:59:55.255018
5512,5512,"92274 Griffith Alley Suite 060, New Christophertown, MP 01553",TRACK005512,cancelled,2024-03-13 13:57:05.190042
5513,5513,"0250 Robinson Skyway, Hunterchester, IL 08323",TRACK005513,delivered,2024-01-02 16:04:03.185623
5514,5514,"21097 Santana Valley Suite 312, New Matthew, IA 02047",TRACK005514,returned,2023-12-31 03:58:37.330384
5515,5515,"7979 Chavez Radial Suite 649, North Josephshire, RI 86121",TRACK005515,processing,2024-08-22 07:57:10.792058
5516,5516,"Unit 0856 Box 3790, DPO AA 20253",TRACK005516,in_transit,2023-12-10 03:37:49.430449
5517,5517,"USS Nielsen, FPO AE 32191",TRACK005517,cancelled,2024-05-04 02:22:47.095449
5518,5518,"058 Sampson Knoll, Lake Pamela, PW 83314",TRACK005518,cancelled,2023-11-03 19:12:09.732540
5519,5519,"87220 Jacob Prairie, East Troymouth, NJ 94122",TRACK005519,cancelled,2024-06-13 15:08:15.836821
5520,5520,"4177 John Walk Apt. 478, Matthewborough, IL 26877",TRACK005520,cancelled,2024-05-09 08:01:40.288419
5521,5521,"39428 Hughes Trace Suite 835, Heatherfort, PA 87553",TRACK005521,delivered,2024-08-02 15:19:24.663580
